Module step	Module	KO id	Module Category	GCF_000297055.2_ASM29705v2_genomic Module step presence	GCF_000971475.1_ASM97147v1_genomic Module step presence	bin_1_Betaproteobacteria Module step presence	bin_2_Rhizobiales Module step presence
M00713+01	Fluoroquinolone resistance, efflux pump LfrA	K18937	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00713+02	Fluoroquinolone resistance, efflux pump LfrA	K08167	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00714+01	Multidrug resistance, efflux pump QacA	K18938	Drug resistance	Absent	Absent	Absent	Absent
M00714+02	Multidrug resistance, efflux pump QacA	K08167	Drug resistance	Absent	Absent	Absent	Absent
M00715+01	Lincosamide resistance, efflux pump LmrB	K18939	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00715+02	Lincosamide resistance, efflux pump LmrB	K18926	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00716+01	ArlS-ArlR (virulence regulation) two-component regulatory system	K18940	Two-component regulatory system	Absent	Absent	Absent	Absent
M00716+02	ArlS-ArlR (virulence regulation) two-component regulatory system	K18941	Two-component regulatory system	Absent	Absent	Absent	Absent
M00717+01	Multidrug resistance, efflux pump NorA	(K18940	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00717+02	Multidrug resistance, efflux pump NorA	K18941,K18906)	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00717+03	Multidrug resistance, efflux pump NorA	K08153	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00718+01	Multidrug resistance, efflux pump MexAB-OprM	K18131	Drug resistance	Absent	Absent	Absent	Absent
M00718+02	Multidrug resistance, efflux pump MexAB-OprM	K03585+K18138+K18139	Drug resistance	Absent	Absent	Absent	Absent
M00719+01	Ihk-Irr (virulence regulation) two-component regulatory system	K18986	Two-component regulatory system	Absent	Absent	Absent	Absent
M00719+02	Ihk-Irr (virulence regulation) two-component regulatory system	K18987	Two-component regulatory system	Absent	Absent	Absent	Absent
M00720+01	Multidrug resistance, efflux pump VexEF-TolC	K18990+K18989+K12340	Drug efflux transporter/pump	Present	Present	Present	Present
M00721+01	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	((K07771	Drug resistance	Absent	Absent	Absent	Absent
M00721+02	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	K07643),(K18072	Drug resistance	Absent	Absent	Absent	Absent
M00721+03	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	K18073),(K07637	Drug resistance	Absent	Absent	Absent	Absent
M00721+04	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	K07660))	Drug resistance	Absent	Absent	Absent	Absent
M00721+05	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	K07806+K10012+K10011+K13014+K07264+K12962+K12963	Drug resistance	Absent	Absent	Absent	Absent
M00722+01	Cationic antimicrobial peptide (CAMP) resistance, ethanolaminephosphotransferase EptA	K07771	Drug resistance	Absent	Absent	Absent	Absent
M00722+02	Cationic antimicrobial peptide (CAMP) resistance, ethanolaminephosphotransferase EptA	K07643	Drug resistance	Absent	Absent	Absent	Absent
M00722+03	Cationic antimicrobial peptide (CAMP) resistance, ethanolaminephosphotransferase EptA	K03760	Drug resistance	Absent	Absent	Absent	Absent
M00723+01	Cationic antimicrobial peptide (CAMP) resistance, ethanolaminephosphotransferase EptB	K07660	Drug resistance	Absent	Absent	Absent	Absent
M00723+02	Cationic antimicrobial peptide (CAMP) resistance, ethanolaminephosphotransferase EptB	K07637	Drug resistance	Absent	Absent	Absent	Absent
M00723+03	Cationic antimicrobial peptide (CAMP) resistance, ethanolaminephosphotransferase EptB	K18514	Drug resistance	Absent	Absent	Absent	Absent
M00723+04	Cationic antimicrobial peptide (CAMP) resistance, ethanolaminephosphotransferase EptB	K12975	Drug resistance	Absent	Absent	Absent	Absent
M00724+01	Cationic antimicrobial peptide (CAMP) resistance, palmitoyl transferase PagP	K07660	Drug resistance	Absent	Absent	Absent	Absent
M00724+02	Cationic antimicrobial peptide (CAMP) resistance, palmitoyl transferase PagP	K07637	Drug resistance	Absent	Absent	Absent	Absent
M00724+03	Cationic antimicrobial peptide (CAMP) resistance, palmitoyl transferase PagP	K12973	Drug resistance	Absent	Absent	Absent	Absent
M00725+01	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon	K19077	Drug resistance	Absent	Absent	Absent	Absent
M00725+02	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon	K19078	Drug resistance	Absent	Absent	Absent	Absent
M00725+03	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon	K03367+K03739+K14188+K03740	Drug resistance	Absent	Absent	Absent	Absent
M00726+01	Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF	K19077	Drug resistance	Absent	Absent	Absent	Absent
M00726+02	Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF	K19078	Drug resistance	Absent	Absent	Absent	Absent
M00726+03	Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF	K14205	Drug resistance	Absent	Absent	Absent	Absent
M00727+01	Cationic antimicrobial peptide (CAMP) resistance, N-acetylmuramoyl-L-alanine amidase AmiA and AmiC	K07640	Drug resistance	Absent	Absent	Absent	Absent
M00727+02	Cationic antimicrobial peptide (CAMP) resistance, N-acetylmuramoyl-L-alanine amidase AmiA and AmiC	K07662	Drug resistance	Absent	Absent	Absent	Absent
M00727+03	Cationic antimicrobial peptide (CAMP) resistance, N-acetylmuramoyl-L-alanine amidase AmiA and AmiC	K01448	Drug resistance	Absent	Absent	Absent	Absent
M00728+01	Cationic antimicrobial peptide (CAMP) resistance, envelope protein folding and degrading factors DegP and DsbA	K07640	Drug resistance	Absent	Absent	Absent	Absent
M00728+02	Cationic antimicrobial peptide (CAMP) resistance, envelope protein folding and degrading factors DegP and DsbA	K07662	Drug resistance	Absent	Absent	Absent	Absent
M00728+03	Cationic antimicrobial peptide (CAMP) resistance, envelope protein folding and degrading factors DegP and DsbA	(K04771,K03673)	Drug resistance	Absent	Absent	Absent	Absent
M00729+01	Fluoroquinolone resistance, gyrase-protecting protein Qnr	K03553	Drug resistance	Absent	Absent	Absent	Present
M00729+02	Fluoroquinolone resistance, gyrase-protecting protein Qnr	K01356	Drug resistance	Absent	Absent	Absent	Present
M00729+03	Fluoroquinolone resistance, gyrase-protecting protein Qnr	K18555	Drug resistance	Absent	Absent	Absent	Present
M00730+01	Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter	K19077	Drug resistance	Absent	Absent	Absent	Absent
M00730+02	Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter	K19078	Drug resistance	Absent	Absent	Absent	Absent
M00730+03	Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter	K19079+K19080	Drug resistance	Absent	Absent	Absent	Absent
M00731+01	Bacitracin transport system	K19084+K19083	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00732+01	Cationic antimicrobial peptide transport system	K19080+K19079	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00733+01	GraS-GraR (cationic antimicrobial peptide transport) two-component regulatory system	K19077	Two-component regulatory system	Absent	Absent	Absent	Absent
M00733+02	GraS-GraR (cationic antimicrobial peptide transport) two-component regulatory system	K19078	Two-component regulatory system	Absent	Absent	Absent	Absent
M00734+01	BraS-BraR (bacitracin transport) two-component regulatory system	K19081	Two-component regulatory system	Absent	Absent	Absent	Absent
M00734+02	BraS-BraR (bacitracin transport) two-component regulatory system	K19082	Two-component regulatory system	Absent	Absent	Absent	Absent
M00736+01	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A	K19102+K19103+K05375	beta-Lactam biosynthesis	Absent	Absent	Absent	Absent
M00736+02	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A	K19104	beta-Lactam biosynthesis	Absent	Absent	Absent	Absent
M00736+03	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A	K19105	beta-Lactam biosynthesis	Absent	Absent	Absent	Absent
M00736+04	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A	K19106	beta-Lactam biosynthesis	Absent	Absent	Absent	Absent
M00737+01	Bacitracin resistance, VraDE transporter	K19083+K19084	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00737+02	Bacitracin resistance, VraDE transporter	K19081	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00737+03	Bacitracin resistance, VraDE transporter	K19082	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00737+04	Bacitracin resistance, VraDE transporter	K11631+K11632	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00738+01	Bacitracin resistance, BceAB transporter	K11629	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00738+02	Bacitracin resistance, BceAB transporter	K11630	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00738+03	Bacitracin resistance, BceAB transporter	K11631+K11632	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00739+01	Cationic peptide transport system	K19226+K19227+K19228+K19229+K19230	Peptide and nickel transport system	Absent	Absent	Absent	Absent
M00740+01	Methylaspartate cycle	K01647	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00740+02	Methylaspartate cycle	K01681	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00740+03	Methylaspartate cycle	K00031	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00740+04	Methylaspartate cycle	K00261	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00740+05	Methylaspartate cycle	K19268+K01846	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00740+06	Methylaspartate cycle	K04835	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00740+07	Methylaspartate cycle	K19280	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00740+08	Methylaspartate cycle	K14449	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00740+09	Methylaspartate cycle	K19281	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00740+10	Methylaspartate cycle	K19282	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00740+11	Methylaspartate cycle	K00024	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00741+01	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	(K01965+K01966,K11263+(K18472,K19312),K01964+K15036+K15037)	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00741+02	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	K05606	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00741+03	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	(K01847,K01848+K01849)	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00742+01	Aminoglycoside resistance, protease FtsH	(K07638	Drug resistance	Present	Present	Present	Present
M00742+02	Aminoglycoside resistance, protease FtsH	K07659	Drug resistance	Present	Present	Present	Present
M00742+03	Aminoglycoside resistance, protease FtsH	K19416),(K04088	Drug resistance	Present	Present	Present	Present
M00742+04	Aminoglycoside resistance, protease FtsH	K04087)	Drug resistance	Present	Present	Present	Present
M00742+05	Aminoglycoside resistance, protease FtsH	K03798	Drug resistance	Present	Present	Present	Present
M00743+01	Aminoglycoside resistance, protease HtpX	K07638	Drug resistance	Present	Present	Absent	Absent
M00743+02	Aminoglycoside resistance, protease HtpX	K07659	Drug resistance	Present	Present	Absent	Absent
M00743+03	Aminoglycoside resistance, protease HtpX	K03799	Drug resistance	Present	Present	Absent	Absent
M00744+01	Cationic antimicrobial peptide (CAMP) resistance, protease PgtE	K07637	Drug resistance	Absent	Absent	Absent	Absent
M00744+02	Cationic antimicrobial peptide (CAMP) resistance, protease PgtE	K07660	Drug resistance	Absent	Absent	Absent	Absent
M00744+03	Cationic antimicrobial peptide (CAMP) resistance, protease PgtE	K08477	Drug resistance	Absent	Absent	Absent	Absent
M00745+01	Imipenem resistance, repression of porin OprD	(K18072	Drug resistance	Absent	Absent	Absent	Absent
M00745+02	Imipenem resistance, repression of porin OprD	K18073),(K07644	Drug resistance	Absent	Absent	Absent	Absent
M00745+03	Imipenem resistance, repression of porin OprD	K07665),K18297	Drug resistance	Absent	Absent	Absent	Absent
M00745+04	Imipenem resistance, repression of porin OprD	K18093	Drug resistance	Absent	Absent	Absent	Absent
M00746+01	Multidrug resistance, repression of porin OmpF	K13632	Drug resistance	Absent	Absent	Absent	Absent
M00746+02	Multidrug resistance, repression of porin OmpF	K18513	Drug resistance	Absent	Absent	Absent	Absent
M00746+03	Multidrug resistance, repression of porin OmpF	K09476	Drug resistance	Absent	Absent	Absent	Absent
M00747+01	Bacitracin transport system	K19310+K19309	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00754+01	Nisin resistance, phage shock protein homolog LiaH	K11617	Drug resistance	Absent	Absent	Absent	Absent
M00754+02	Nisin resistance, phage shock protein homolog LiaH	K11618	Drug resistance	Absent	Absent	Absent	Absent
M00754+03	Nisin resistance, phage shock protein homolog LiaH	K11619+K11620	Drug resistance	Absent	Absent	Absent	Absent
M00760+01	Erythromycin resistance, macrolide 2'-phosphotransferase I MphA	K19060	Drug resistance	Absent	Absent	Absent	Absent
M00760+02	Erythromycin resistance, macrolide 2'-phosphotransferase I MphA	K06979	Drug resistance	Absent	Absent	Absent	Absent
M00761+01	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N	K10011	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00761+02	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N	K07806	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00761+03	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N	K10012	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00761+04	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N	K13014	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00762+01	Copper-processing system	K19341+K19340	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00763+01	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	K05826,K19412	Arginine and proline metabolism	Absent	Absent	Absent	Absent
M00763+02	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	K05828	Arginine and proline metabolism	Absent	Absent	Absent	Absent
M00763+03	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	K05829	Arginine and proline metabolism	Absent	Absent	Absent	Absent
M00763+04	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	K05830	Arginine and proline metabolism	Absent	Absent	Absent	Absent
M00763+05	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	K05831	Arginine and proline metabolism	Absent	Absent	Absent	Absent
M00764+01	PTS system, fructoselysine/glucoselysine-specific II component	K19506+K19507+K19508+K19509	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00765+01	Multidrug resistance, efflux pump Bmr	K19575	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00765+02	Multidrug resistance, efflux pump Bmr	K19578	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00766+01	Streptomycin resistance, deactivating enzyme StrAB	K10673	Drug resistance	Absent	Absent	Absent	Absent
M00766+02	Streptomycin resistance, deactivating enzyme StrAB	K04343	Drug resistance	Absent	Absent	Absent	Absent
M00767+01	Multidrug resistance, efflux pump OqxAB	K05804	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00767+02	Multidrug resistance, efflux pump OqxAB	K19587	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00767+03	Multidrug resistance, efflux pump OqxAB	K19586+K19585	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00768+01	Multidrug resistance, efflux pump GesABC	K19592	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00768+02	Multidrug resistance, efflux pump GesABC	K19595+K19594+K18139	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00769+01	Multidrug resistance, efflux pump MexPQ-OpmE	K18304	Drug resistance	Absent	Absent	Absent	Absent
M00769+02	Multidrug resistance, efflux pump MexPQ-OpmE	K19591	Drug resistance	Absent	Absent	Absent	Absent
M00769+03	Multidrug resistance, efflux pump MexPQ-OpmE	K19595+K19594+K19593	Drug resistance	Absent	Absent	Absent	Absent
M00770+01	PfeS-PfeR (enterobactin-dependent iron acquisition) two-component regulatory system	K19609	Two-component regulatory system	Absent	Absent	Absent	Absent
M00770+02	PfeS-PfeR (enterobactin-dependent iron acquisition) two-component regulatory system	K19610	Two-component regulatory system	Absent	Absent	Absent	Absent
M00771+01	FitF-FitH (insecticidal toxin regulation) two-component regulatory system	K19616	Two-component regulatory system	Absent	Absent	Absent	Absent
M00771+02	FitF-FitH (insecticidal toxin regulation) two-component regulatory system	K19617	Two-component regulatory system	Absent	Absent	Absent	Absent
M00772+01	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	K19661	Two-component regulatory system	Absent	Absent	Absent	Present
M00772+02	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	K19641	Two-component regulatory system	Absent	Absent	Absent	Present
M00773+01	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin	K15988	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00773+02	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin	K15989+K15990	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00773+03	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin	K15992	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00773+04	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin	K15991	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00773+05	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin	K15993	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00773+06	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin	K15994	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00773+07	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin	K15995	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00773+08	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin	K15996	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00774+01	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B	K10817	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00774+02	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B	K14366	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00774+03	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B	K14367	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00774+04	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B	K14368+K15997	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00774+05	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B	K14370	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00774+06	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B	K14369	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00775+01	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin	K16007	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00775+02	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin	K16008	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00775+03	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin	K16009	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00775+04	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin	K13320	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00775+05	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin	K16010	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00776+01	Pikromycin/methymycin/neomethymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin/neomethymycin	K16000+K16001+K16002-K16003	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00776+02	Pikromycin/methymycin/neomethymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin/neomethymycin	K16004	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00776+03	Pikromycin/methymycin/neomethymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin/neomethymycin	K16005	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00776+04	Pikromycin/methymycin/neomethymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin/neomethymycin	K16006	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00777+01	Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b	K14371	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00777+02	Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b	K14372	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00777+03	Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b	K14373	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00777+04	Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b	K14374	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00777+05	Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b	K14375	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00778+01	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	K05551+K05552+K05553	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00778+02	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	-K12420	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00778+03	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	((K05554,K14249,K15884,K15885)	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00778+04	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	(K05555,K14250),K15886)	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00779+01	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	K05556	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00779+02	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	(K14626,K14627)	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00779+03	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	(K14628,K14629)	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00779+04	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	(K14630+K14631,K14632)	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00780+01	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline	K14251	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00780+02	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline	K14252	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00780+03	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline	K14253	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00780+04	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline	K14254	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00780+05	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline	K14255	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00780+06	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline	K14256	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00780+07	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline	K21301	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00781+01	Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone	K15941	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00781+02	Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone	K15942	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00781+03	Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone	K15943	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00781+04	Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone	K15944	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00782+01	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	K15959	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00782+02	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	K15960	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00782+03	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	K15961	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00782+04	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	K15963	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00782+05	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	K15964	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00782+06	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	K15965	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00782+07	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	K15966	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00782+08	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	K15967	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00783+01	Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C	K15968	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00783+02	Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C	K15969	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
